2022-11-22 14:14:47.361874: [ALERT] Image File does not exist. - 
2022-11-22 14:15:00.466607: [ALERT] Image File does not exist. - 
2022-11-22 14:15:36.939098: [ALERT] Image File does not exist. - 
2022-11-22 14:15:39.588969: [ALERT] Image File does not exist. - 
2022-11-22 14:15:40.854207: [ALERT] Image File does not exist. - 
2022-11-22 14:21:44.820281: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:21:44.821272: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\sea.jpg
2022-11-22 14:21:44.822761: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '90c9afe9-d43f-43ab-bf7c-744b80ab8f54', 'nodeID': 'ab5426af-ab12-2e0e-8220-0147ac468b6c', 'itemPos': [2100.0, 2550.0], 'itemScale': 1.0} text: Text
2022-11-22 14:23:53.016332: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:23:54.138665: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:23:54.139162: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\sea.jpg
2022-11-22 14:23:54.140154: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '90c9afe9-d43f-43ab-bf7c-744b80ab8f54', 'nodeID': 'ab5426af-ab12-2e0e-8220-0147ac468b6c', 'itemPos': [2100.0, 2550.0], 'itemScale': 1.0} text: Text
2022-11-22 14:23:54.140650: Added FileCanvasItem - Successfully added File. canvasItem: {'canvasItemID': 'ab5426af-ab12-2g0e-8120-6147ac468b6c', 'nodeID': 'ab5416af-ab12-3e0e-8220-0147ac468b6c', 'itemPos': [2400, 2050], 'itemScale': 1} filePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\inspireCanvasMain.py
2022-11-22 14:23:55.071146: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:23:55.881138: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:23:55.881609: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\sea.jpg
2022-11-22 14:23:55.883100: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '90c9afe9-d43f-43ab-bf7c-744b80ab8f54', 'nodeID': 'ab5426af-ab12-2e0e-8220-0147ac468b6c', 'itemPos': [2100.0, 2550.0], 'itemScale': 1.0} text: Text
2022-11-22 14:23:55.884089: Added FileCanvasItem - Successfully added File. canvasItem: {'canvasItemID': 'ab5426af-ab12-2g0e-8120-6147ac468b6c', 'nodeID': 'ab5416af-ab12-3e0e-8220-0147ac468b6c', 'itemPos': [2400, 2050], 'itemScale': 1} filePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\inspireCanvasMain.py
2022-11-22 14:23:56.474330: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:23:57.693000: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:23:57.693993: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\sea.jpg
2022-11-22 14:23:57.694985: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '90c9afe9-d43f-43ab-bf7c-744b80ab8f54', 'nodeID': 'ab5426af-ab12-2e0e-8220-0147ac468b6c', 'itemPos': [2100.0, 2550.0], 'itemScale': 1.0} text: Text
2022-11-22 14:23:57.696473: Added FileCanvasItem - Successfully added File. canvasItem: {'canvasItemID': 'ab5426af-ab12-2g0e-8120-6147ac468b6c', 'nodeID': 'ab5416af-ab12-3e0e-8220-0147ac468b6c', 'itemPos': [2400, 2050], 'itemScale': 1} filePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\inspireCanvasMain.py
2022-11-22 14:30:38.007900: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: {'canvasItemID': 'dffa3e38-0991-4dc5-8bca-1258a4c2a712', 'nodeID': 'eb5496af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2200, 2090], 'itemScale': 1}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:30:38.008892: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: {'canvasItemID': '3f921feb-9130-451a-b905-e65894636b91', 'nodeID': 'eb5446af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2600, 2350], 'itemScale': 1.2}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\sea.jpg
2022-11-22 14:30:38.010380: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '90c9afe9-d43f-43ab-bf7c-744b80ab8f54', 'nodeID': 'ab5426af-ab12-2e0e-8220-0147ac468b6c', 'itemPos': [2100.0, 2550.0], 'itemScale': 1.0} text: Text
2022-11-22 14:30:38.024268: Added FileCanvasItem - Successfully added File. canvasItem: {'canvasItemID': 'ab5426af-ab12-2g0e-8120-6147ac468b6c', 'nodeID': 'ab5416af-ab12-3e0e-8220-0147ac468b6c', 'itemPos': [2400, 2050], 'itemScale': 1} filePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\inspireCanvasMain.py
2022-11-22 14:30:42.636104: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: {'canvasItemID': '36813a48-78b1-4cc4-bdc4-d336ef4b2d92', 'nodeID': 'eb5496af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2600, 2350], 'itemScale': 0.5}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:30:43.733371: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: {'canvasItemID': 'dffa3e38-0991-4dc5-8bca-1258a4c2a712', 'nodeID': 'eb5496af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2200, 2090], 'itemScale': 1}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:30:43.733867: [ERROR] Unable to add ImageCanvasItem - imagePath is invalid: {'canvasItemID': '3f921feb-9130-451a-b905-e65894636b91', 'nodeID': 'eb5446af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2600, 2350], 'itemScale': 1.2}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\sea.jpg
2022-11-22 14:30:43.734859: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '90c9afe9-d43f-43ab-bf7c-744b80ab8f54', 'nodeID': 'ab5426af-ab12-2e0e-8220-0147ac468b6c', 'itemPos': [2100.0, 2550.0], 'itemScale': 1.0} text: Text
2022-11-22 14:30:43.735851: Added FileCanvasItem - Successfully added File. canvasItem: {'canvasItemID': 'ab5426af-ab12-2g0e-8120-6147ac468b6c', 'nodeID': 'ab5416af-ab12-3e0e-8220-0147ac468b6c', 'itemPos': [2400, 2050], 'itemScale': 1} filePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\inspireCanvasMain.py
2022-11-22 14:31:23.834940: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'dffa3e38-0991-4dc5-8bca-1258a4c2a712', 'nodeID': 'eb5496af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2200, 2090], 'itemScale': 1}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:31:24.274396: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '3f921feb-9130-451a-b905-e65894636b91', 'nodeID': 'eb5446af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2600, 2350], 'itemScale': 1.2}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\sea.jpg
2022-11-22 14:31:24.281340: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '90c9afe9-d43f-43ab-bf7c-744b80ab8f54', 'nodeID': 'ab5426af-ab12-2e0e-8220-0147ac468b6c', 'itemPos': [2100.0, 2550.0], 'itemScale': 1.0} text: Text
2022-11-22 14:31:24.294732: Added FileCanvasItem - Successfully added File. canvasItem: {'canvasItemID': 'ab5426af-ab12-2g0e-8120-6147ac468b6c', 'nodeID': 'ab5416af-ab12-3e0e-8220-0147ac468b6c', 'itemPos': [2400, 2050], 'itemScale': 1} filePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\inspireCanvasMain.py
2022-11-22 14:31:29.503723: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '36813a48-78b1-4cc4-bdc4-d336ef4b2d92', 'nodeID': 'eb5496af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2600, 2350], 'itemScale': 0.5}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:31:30.086523: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'dffa3e38-0991-4dc5-8bca-1258a4c2a712', 'nodeID': 'eb5496af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2200, 2090], 'itemScale': 1}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\waterfall.jpeg
2022-11-22 14:31:30.088036: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '90c9afe9-d43f-43ab-bf7c-744b80ab8f54', 'nodeID': 'ab5426af-ab12-2e0e-8220-0147ac468b6c', 'itemPos': [2100.0, 2550.0], 'itemScale': 1.0} text: Text
2022-11-22 14:31:30.089003: Added FileCanvasItem - Successfully added File. canvasItem: {'canvasItemID': 'ab5426af-ab12-2g0e-8120-6147ac468b6c', 'nodeID': 'ab5416af-ab12-3e0e-8220-0147ac468b6c', 'itemPos': [2400, 2050], 'itemScale': 1} filePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\inspireCanvasMain.py
2022-11-22 14:31:30.507130: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '3f921feb-9130-451a-b905-e65894636b91', 'nodeID': 'eb5446af-ab22-4e0e-8220-0147ac468b6c', 'itemPos': [2498.0276625496017, 2523.013705854862], 'itemScale': 0.4390473532471688}  imagePath: E:\OneDrive\Software Development\Inspire Canvas - Fall 2022\Inspire Canvas - Applied Software Fall 2022\Resources\Test Images\sea.jpg
2022-11-22 19:12:22.143933: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'c7213054-79a3-4d82-a5fb-b7e3d872108b', 'nodeID': 'a764fa45-fbd5-42ad-8fe5-ec36f321bf0a', 'itemPos': [2312.0, 2373.0], 'itemScale': 1}  imagePath: E:/Downloads/Images/pexels-belle-co-847393.jpg
2022-11-22 19:12:22.514445: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '196f566c-593e-4045-a019-720e68bd906e', 'nodeID': '9200e94f-c1d4-4209-a501-9f8489401ec8', 'itemPos': [2322.0, 2383.0], 'itemScale': 1}  imagePath: E:/Downloads/Images/pexels-kellie-churchman-1001682.jpg
2022-11-22 19:12:23.248525: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '6782ffb6-584e-4509-a78f-2b221afe264b', 'nodeID': 'a226ca5e-586d-4b3e-9fd2-523abffe8f6a', 'itemPos': [2332.0, 2393.0], 'itemScale': 1}  imagePath: E:/Downloads/Images/pexels-magda-ehlers-2114014.jpg
2022-11-22 19:12:23.740557: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'a2728aed-ff41-451b-aeff-a9e1eafe48a3', 'nodeID': '94b52874-cf5e-42ea-93a0-d12acbcada0e', 'itemPos': [2342.0, 2403.0], 'itemScale': 1}  imagePath: E:/Downloads/Images/pexels-roberto-nickson-2775196(1).jpg
2022-11-22 19:12:24.444381: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '81081fcd-8b53-421d-b768-cc8b15960f69', 'nodeID': '08fb3342-4938-4c85-a9d9-0c7aa7451d0b', 'itemPos': [2352.0, 2413.0], 'itemScale': 1}  imagePath: E:/Downloads/Images/pexels-sebastian-arie-voortman-189349.jpg
2022-11-22 19:12:25.084717: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'f6bed46f-58b6-4af5-ae9f-d5455b9fc7ba', 'nodeID': 'b88cfd76-a416-4cd7-8356-4a4030ff62fe', 'itemPos': [2362.0, 2423.0], 'itemScale': 1}  imagePath: E:/Downloads/Images/pexels-soubhagya-maharana-5245865.jpg
2022-11-22 19:24:54.199627: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': 'a487e1a7-6051-472b-8925-14a94db83b8c', 'nodeID': 'e63f7f8d-7676-4119-bcd0-4796bf136ec4', 'itemPos': [13311.748283770181, 8510.749101318503], 'itemScale': 1.0} text: Text
2022-11-22 19:25:02.884585: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '0364ecf4-bd06-4852-a98d-5e9159859b45', 'nodeID': '568cb975-5ad0-41cb-94ab-d865383697e9', 'itemPos': [13445.78317479471, 8511.060087144546], 'itemScale': 1.0} text: Ocean
2022-11-22 19:28:52.688945: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '0fdb244e-a1d7-4b06-ae8b-af5883d1faee', 'nodeID': 'c399d56b-7a1f-47c3-866f-bd22646bddcf', 'itemPos': [2736.0, 2691.0], 'itemScale': 1}  imagePath: E:/Downloads/Images/pexels-mali-maeder-142497.jpg
2022-11-22 19:28:53.695328: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '0afc4111-6412-4cf0-9e6b-4fa4d40cc42c', 'nodeID': 'de447ef5-7e37-4ba5-ab98-5318b5cdb844', 'itemPos': [2746.0, 2701.0], 'itemScale': 1}  imagePath: E:/Downloads/Images/pexels-rudolf-jakkel-418831.jpg
2022-11-22 19:28:54.749825: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'c76967d6-8c30-4289-ab9d-e4faa055c481', 'nodeID': '429ab9b9-a843-43bb-ab08-39fd50d6a0e4', 'itemPos': [2756.0, 2711.0], 'itemScale': 1}  imagePath: E:/Downloads/Images/pexels-veeterzy-38136.jpg
2022-11-22 19:29:19.002090: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '1fc00a0c-c762-4bad-9914-17ef91716528', 'nodeID': 'b671c112-42d3-42a3-8c49-28f7cdad2cfa', 'itemPos': [3773.9433316325662, 2239.41299400728], 'itemScale': 1.0} text: Text
2022-11-22 19:35:54.398520: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'c76967d6-8c30-4289-ab9d-e4faa055c481', 'nodeID': '429ab9b9-a843-43bb-ab08-39fd50d6a0e4', 'itemPos': [3701.8261528228495, 2329.1632895117373], 'itemScale': 0.06388017894518325}  imagePath: E:/Downloads/Images/pexels-veeterzy-38136.jpg
2022-11-22 19:35:55.415815: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '0afc4111-6412-4cf0-9e6b-4fa4d40cc42c', 'nodeID': 'de447ef5-7e37-4ba5-ab98-5318b5cdb844', 'itemPos': [3312.056616664377, 2326.523815566147], 'itemScale': 0.06388017894518325}  imagePath: E:/Downloads/Images/pexels-rudolf-jakkel-418831.jpg
2022-11-22 19:35:55.731792: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '0fdb244e-a1d7-4b06-ae8b-af5883d1faee', 'nodeID': 'c399d56b-7a1f-47c3-866f-bd22646bddcf', 'itemPos': [3506.4833500984696, 2184.837626768901], 'itemScale': 0.06388017894518325}  imagePath: E:/Downloads/Images/pexels-mali-maeder-142497.jpg
2022-11-22 19:35:55.734744: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '1fc00a0c-c762-4bad-9914-17ef91716528', 'nodeID': 'b671c112-42d3-42a3-8c49-28f7cdad2cfa', 'itemPos': [3745.334790900042, 2240.2076756942947], 'itemScale': 2.88368992477546} text: Forest Images
2022-11-22 19:35:58.887813: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '196f566c-593e-4045-a019-720e68bd906e', 'nodeID': '9200e94f-c1d4-4209-a501-9f8489401ec8', 'itemPos': [13257.012225734636, 8544.08177884698], 'itemScale': 0.016977614091772238}  imagePath: E:/Downloads/Images/pexels-kellie-churchman-1001682.jpg
2022-11-22 19:35:59.477062: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'f6bed46f-58b6-4af5-ae9f-d5455b9fc7ba', 'nodeID': 'b88cfd76-a416-4cd7-8356-4a4030ff62fe', 'itemPos': [13503.304962095015, 8570.985508634687], 'itemScale': 0.016977614091772238}  imagePath: E:/Downloads/Images/pexels-soubhagya-maharana-5245865.jpg
2022-11-22 19:36:00.221061: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '6782ffb6-584e-4509-a78f-2b221afe264b', 'nodeID': 'a226ca5e-586d-4b3e-9fd2-523abffe8f6a', 'itemPos': [13417.262189235982, 8576.497168019043], 'itemScale': 0.016977614091772238}  imagePath: E:/Downloads/Images/pexels-magda-ehlers-2114014.jpg
2022-11-22 19:36:00.229495: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': 'a487e1a7-6051-472b-8925-14a94db83b8c', 'nodeID': 'e63f7f8d-7676-4119-bcd0-4796bf136ec4', 'itemPos': [13323.876730985858, 8527.231350098782], 'itemScale': 1.0} text: Ocean
2022-11-22 19:36:00.725493: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'c7213054-79a3-4d82-a5fb-b7e3d872108b', 'nodeID': 'a764fa45-fbd5-42ad-8fe5-ec36f321bf0a', 'itemPos': [13314.594912272529, 8557.924817597199], 'itemScale': 0.016977614091772238}  imagePath: E:/Downloads/Images/pexels-belle-co-847393.jpg
2022-11-22 19:36:01.417413: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '81081fcd-8b53-421d-b768-cc8b15960f69', 'nodeID': '08fb3342-4938-4c85-a9d9-0c7aa7451d0b', 'itemPos': [13247.250457309969, 8572.216816031761], 'itemScale': 0.016977614091772238}  imagePath: E:/Downloads/Images/pexels-sebastian-arie-voortman-189349.jpg
2022-11-22 19:36:01.891589: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'a2728aed-ff41-451b-aeff-a9e1eafe48a3', 'nodeID': '94b52874-cf5e-42ea-93a0-d12acbcada0e', 'itemPos': [13438.622799942701, 8514.790469414957], 'itemScale': 0.016977614091772238}  imagePath: E:/Downloads/Images/pexels-roberto-nickson-2775196(1).jpg
2022-11-22 19:36:01.897541: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '0364ecf4-bd06-4852-a98d-5e9159859b45', 'nodeID': '568cb975-5ad0-41cb-94ab-d865383697e9', 'itemPos': [13540.633851737819, 8537.182896532157], 'itemScale': 1.0} text:  Sky
2022-11-22 19:36:04.928596: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'c76967d6-8c30-4289-ab9d-e4faa055c481', 'nodeID': '429ab9b9-a843-43bb-ab08-39fd50d6a0e4', 'itemPos': [3701.8261528228495, 2329.1632895117373], 'itemScale': 0.06388017894518325}  imagePath: E:/Downloads/Images/pexels-veeterzy-38136.jpg
2022-11-22 19:36:05.979124: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '0afc4111-6412-4cf0-9e6b-4fa4d40cc42c', 'nodeID': 'de447ef5-7e37-4ba5-ab98-5318b5cdb844', 'itemPos': [3312.056616664377, 2326.523815566147], 'itemScale': 0.06388017894518325}  imagePath: E:/Downloads/Images/pexels-rudolf-jakkel-418831.jpg
2022-11-22 19:36:06.304008: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '0fdb244e-a1d7-4b06-ae8b-af5883d1faee', 'nodeID': 'c399d56b-7a1f-47c3-866f-bd22646bddcf', 'itemPos': [3506.4833500984696, 2184.837626768901], 'itemScale': 0.06388017894518325}  imagePath: E:/Downloads/Images/pexels-mali-maeder-142497.jpg
2022-11-22 19:36:06.307972: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '1fc00a0c-c762-4bad-9914-17ef91716528', 'nodeID': 'b671c112-42d3-42a3-8c49-28f7cdad2cfa', 'itemPos': [3745.334790900042, 2240.2076756942947], 'itemScale': 2.88368992477546} text: Forest Images
2022-11-22 19:40:26.321150: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': '8b4d6ab5-91ac-4ed0-8410-3240c4c99633', 'nodeID': '429ab9b9-a843-43bb-ab08-39fd50d6a0e4', 'itemPos': [3745.7103004213336, 2323.3428485370027], 'itemScale': 0.06388017894518325}  imagePath: E:/Downloads/Images/pexels-veeterzy-38136.jpg
2022-11-22 19:40:27.387550: Added ImageCanvasItem - Successfully added Image. canvasItem: {'canvasItemID': 'ef3a930f-410e-475f-a0a6-0f5cb03cbae0', 'nodeID': 'de447ef5-7e37-4ba5-ab98-5318b5cdb844', 'itemPos': [3355.940764262861, 2320.7033745914123], 'itemScale': 0.06388017894518325}  imagePath: E:/Downloads/Images/pexels-rudolf-jakkel-418831.jpg
2022-11-22 19:40:27.395982: Added TextCanvasItem - Successfully added Text.  canvasItem: {'canvasItemID': '99da6bf3-fd46-458f-9b50-84b33fd285b4', 'nodeID': '49e12afd-2e62-4aab-8838-e7a445924678', 'itemPos': [3789.2189384985263, 2234.38723471956], 'itemScale': 2.88368992477546} text: Forest Images
